Record_number,type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
484,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 38971331-57e8-4331-9e8e-490cb0ccb326. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=38971331-57e8-4331-9e8e-490cb0ccb326,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,38971331-57e8-4331-9e8e-490cb0ccb326,7382,,"Welch, D",,,,,,,,alcoholic,,,,,,NTSU1605,,,,,,,,,,,,06/15/1968,,167,167,1968,6,15,15-Jun-68,,,,,,,,,North America,,,,United States,,Texas,Harrison,,5 mi N Karnack,5 mi N Karnak,,,,,,,,,,,32.737874,-94.175258,not recorded,,,,32.737874Â° N,94.175258Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
485,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 3bf457ad-e19a-47f1-8343-6ff074db59c9. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=3bf457ad-e19a-47f1-8343-6ff074db59c9,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,3bf457ad-e19a-47f1-8343-6ff074db59c9,5854,,"Welch, D",,,,,,,,alcoholic,,,,,,NTSU2644,,,,,,,,,,,,08/30/1968,,243,243,1968,8,30,30-Aug-68,,,,,,,,,North America,,,,United States,,Texas,Wise,,"2 mi N, 8.2 mi E Decatur","Decatur, 8.2 mi E, 2 mi N",,,,,,,,,,,33.260873,-97.442664,not recorded,,,,33.260873Â° N,97.442664Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
486,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 3e9aa940-3690-4829-ac30-f7bd8d995028. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=3e9aa940-3690-4829-ac30-f7bd8d995028,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,3e9aa940-3690-4829-ac30-f7bd8d995028,7366,,"Heros, Sandra",,,,,,,,alcoholic,,,,,,NTSU904,,,,,,,,,,,,05/05/1966,,125,125,1966,5,5,05-May-66,,,,,,,,,North America,,,,United States,,Texas,Denton,,"3 mi N Hwy 24, on Bonnie Brae",3 mi N of Hwy 24 on Bonnie Brae,,,,,,,,,,,33.211273,-97.160933,not recorded,,,,33.211273Â° N,97.160933Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
487,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 406926e8-29e7-4042-8f01-a047b3de293a. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=406926e8-29e7-4042-8f01-a047b3de293a,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,406926e8-29e7-4042-8f01-a047b3de293a,12339,,"Brnovak, Gaylon J",,,,,,,,alcoholic,,,,,,,,,,,,,,,,,,04/19/1975,,109,109,1975,4,19,19-Apr-75,,,,,,,,,North America,,,,United States,,Texas,Coke,,"9 mi SE Robert Lee courthouse, TX 208, Buffalo",8 mi S.E. of Robert Lee Court House on Hwy 208 - Buffalo,,,,,,,,,,,31.816206,-100.354286,not recorded,,,,31.816206Â° N,100.354286Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
488,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 410e774a-8b30-4a4b-a3e4-722d4b96a447. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=410e774a-8b30-4a4b-a3e4-722d4b96a447,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,410e774a-8b30-4a4b-a3e4-722d4b96a447,7391,,"Brown, Linda",,,,,,,,alcoholic,,,,,,NTSU1923,,,,,,,,,,,,05/18/1969,,138,138,1969,5,18,18-May-69,,,,,,,,,North America,,,,United States,,Texas,Denton,,Shady Shores,"Shady Shores, City Limits",,,,,,,,,,,33.161839,-97.03741,not recorded,,,,33.161839Â° N,97.03741Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
489,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 4310a6ab-39b6-4784-9ae7-0b85c5469c64. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=4310a6ab-39b6-4784-9ae7-0b85c5469c64,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,4310a6ab-39b6-4784-9ae7-0b85c5469c64,5856,,"Welch, D",,,,,,,,alcoholic,,,,,,NTSU2646,,,,,,,,,,,,04/07/1969,,97,97,1969,4,7,07-Apr-69,,,,,,,,,North America,,,,United States,,Texas,Wise,,"0.5 mi N, 1.5 mi E Rhome","Rhome, 1.5 mi E, 0.5 mi N",,,,,,,,,,,33.063381,-97.443087,not recorded,,,,33.063381Â° N,97.443087Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
490,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 45ac7ff6-67db-4fb8-8709-728a022ea7b0. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=45ac7ff6-67db-4fb8-8709-728a022ea7b0,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,45ac7ff6-67db-4fb8-8709-728a022ea7b0,5867,,"Wistrand, H E",,,,,,,,alcoholic,,,,,,NTSU3240,,,,,,,,,,,,03/23/1969,,82,82,1969,3,23,23-Mar-69,,,,,,,,,North America,,,,United States,,Texas,Fannin,,4.1 mi E Hail,Hail  4.1 mi E,,,,,,,,,,,33.497323,-96.010872,not recorded,,,,33.497323Â° N,96.010872Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
491,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 496f9527-b555-43a9-bf69-9cd3fad3c99a. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=496f9527-b555-43a9-bf69-9cd3fad3c99a,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,496f9527-b555-43a9-bf69-9cd3fad3c99a,10818,,Stinnett,,,,,,,,alcoholic,,,,,,,,,,,,,,,,,,06/22/1973,,173,173,1973,6,22,22-Jun-73,,,,,,,,,North America,,,,United States,,Texas,Tom Green,,"10 mi SW San Angelo, Knickerbocker Rd","10 mi. SW San Angelo, Kinckerbocker Rd.",,,,,,,,,,,31.373663,-100.580444,not recorded,,,,31.373663Â° N,100.580444Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
492,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 4e528275-1f4a-46cd-b0d5-75b533f6a015. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=4e528275-1f4a-46cd-b0d5-75b533f6a015,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,4e528275-1f4a-46cd-b0d5-75b533f6a015,12806,,"Mixon, Clint",,,,,,,,alcoholic,,,,,,,,,,,,,,,,,,03/24/1990,,83,83,1990,3,24,24-Mar-90,,,,,,,,,North America,,,,United States,,Mississippi,Washington,,1.5 mi S Greenville on Hwy 82,1.5 mi S Greenville on Hwy 82,,,,,,,,,,,33.330866,-91.043817,not recorded,,,,33.330866Â° N,91.043817Â° W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
493,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 56f81c53-e291-4278-bf5e-38bafcc4c023. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=56f81c53-e291-4278-bf5e-38bafcc4c023,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,56f81c53-e291-4278-bf5e-38bafcc4c023,7392,,"Baccus, J T",,,,,,,,alcoholic,,,,,,NTSU1978,,,,,,,,,,,,03/14/1969,,73,73,1969,3,14,14-Mar-69,,,,,,,,,North America,,,,United States,,Texas,Denton,,3 mi W Shady Shores,3 mi W Shady Shores,,,,,,,,,,,33.165718,-97.095603,not recorded,,,,33.165718Â° N,97.095603Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
494,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 5ae6cf98-6c93-4cf3-aa9d-c845efd8b291. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=5ae6cf98-6c93-4cf3-aa9d-c845efd8b291,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,5ae6cf98-6c93-4cf3-aa9d-c845efd8b291,7372,,"Bruton, Barbara",,,,,,,,alcoholic,,,,,,NTSU946,,,,,,,,,,,,05/05/1966,,125,125,1966,5,5,05-May-66,,,,,,,,,North America,,,,United States,,Texas,Denton,,Denton,Denton,,,,,,,,,,,33.191738,-97.144453,not recorded,,,,33.191738Â° N,97.144453Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
495,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 5bc0309a-c0ee-4758-8de3-f53344ebd70c. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=5bc0309a-c0ee-4758-8de3-f53344ebd70c,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,5bc0309a-c0ee-4758-8de3-f53344ebd70c,1509,,"Flury, Al",,,,,,,,alcoholic,,,,,,,,,,,,,,,,,,05/04/1968,,125,125,1968,5,4,04-May-68,,,,,,,,,North America,,,,United States,,Texas,Lubbock,,"Lubbock, 4th Street and Nutmeg Street, Brazos River, AFK 13",Brazos R. @ 4th & Nutmeg St. - City - A.F.K 13,,,,,,,,,,,33.592045,-101.822491,not recorded,,,,33.592045Â° N,101.822491Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
496,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 5c029d8c-e309-442d-8ac6-54023c9807e1. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=5c029d8c-e309-442d-8ac6-54023c9807e1,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,5c029d8c-e309-442d-8ac6-54023c9807e1,5829,,"Counceller, H",,,,,,,,alcoholic,,,,,,NTSU4603,,,,,,,,,,,,04/17/1970,,107,107,1970,4,17,17-Apr-70,,,,,,,,,North America,,,,United States,,Texas,Callahan,,5 mi W Putnam,"Putnam, 5 mi W",,,,,,,,,,,32.374455,-99.284231,not recorded,,,,32.374455Â° N,99.284231Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
497,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 5d7e710e-ce54-40dc-baa6-097354f63d67. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=5d7e710e-ce54-40dc-baa6-097354f63d67,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,5d7e710e-ce54-40dc-baa6-097354f63d67,12343,,"Brnovak, Gaylon J",,,,,,,,alcoholic,,,,,,,,,,,,,,,,,,05/20/1975,,140,140,1975,5,20,20-May-75,,,,,,,,,North America,,,,United States,,Texas,Coke,,"0.5 mi S Robert Lee courthouse, Colorado River",1/2 mi S. of Robert Lee Court House on Colorado River,,,,,,,,,,,31.880219,-100.484362,not recorded,,,,31.880219Â° N,100.484362Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
498,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 5d85b92a-e4e7-411a-a6f0-2b58255d58d6. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=5d85b92a-e4e7-411a-a6f0-2b58255d58d6,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,5d85b92a-e4e7-411a-a6f0-2b58255d58d6,7371,,"Bruton, Barbara",,,,,,,,alcoholic,,,,,,NTSU939,,,,,,,,,,,,05/06/1966,,126,126,1966,5,6,06-May-66,,,,,,,,,North America,,,,United States,,Texas,Denton,,Denton,Denton,,,,,,,,,,,33.191738,-97.144453,not recorded,,,,33.191738Â° N,97.144453Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
499,PhysicalObject,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Record ID: 63fa497f-5e2a-4963-83eb-113670c9d7c7. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),http://portal.vertnet.org/o/asnhc/reptiles?id=63fa497f-5e2a-4963-83eb-113670c9d7c7,,,,ASNHC,Reptiles,,PreservedSpecimen,,,,63fa497f-5e2a-4963-83eb-113670c9d7c7,5852,,"Welch, D",,,,,,,,alcoholic,,,,,,NTSU2639,,,,,,,,,,,,06/21/1968,,173,173,1968,6,21,21-Jun-68,,,,,,,,,North America,,,,United States,,Texas,Wise,,3.6 mi NE Decatur,"Decatur, 3.6 mi NE",,,,,,,,,,,33.278383,-97.534846,not recorded,,,,33.278383Â° N,97.534846Â° W,,,,,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,species,,"Shaw, 1802",American Bullfrog,,,,,,,,,,,,Angelo State University. Angelo State Natural History Collections (ASNHC) - Herpetology Collection. Source: http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_reptiles (source published on 2015-03-06),72848c29-b2fd-4a99-9e99-82fe93eecc5b,9c0a8aa8-4ce7-49ba-aac7-21a97234f886,marcia.revelez@angelo.edu,Marcia Revelez,03/06/2015,07/22/2016,no migrator,0,1,0,0,specimen,0
